;artista;musica;letra;selecionado
1325;Los Hermanos;Morena;"É morena tá tudo bem
Sereno é quem tem
A paz de estar em par com Deus
Pode rir agora
Que o fio da maldade se enrola

Pra nós todo o amor do mundo
Pra eles o outro lado
Eu digo mal me quer
Ninguém escapa o peso de viver assim
Ser assim, eu não
Prefiro assim com você
Juntinho sem caber de imaginar
Até o fim raiar

Pra nós todo o amor do mundo
Pra eles o outro lado
Eu digo mal me quer
Ninguém escapa ao peso de viver assim
Ser assim, eu não
Prefiro assim com você
Juntinho sem caber de imaginar
Até o fim raiar";1
1326;Los Hermanos;O Velho E O Moço;"Deixo tudo assim
não me importo em ver
a idade em mim
ouço o que convém
eu gosto é do gasto

sei do incômodo 
e ela tem razão 
quando vem dizer
que eu preciso sim
de todo o cuidado

e se eu fosse o primeiro 
a voltar pra mudar
o que eu fiz
quem então agora eu seria

ahh tanto faz
e o que não foi não é
eu sei que ainda vou voltar
mas eu quem será?

deixo tudo assim
nao me acanho em ver
vaidade em mim
eu digo o que condiz
eu gosto é do estrago

sei do escândalo 
e eles tem razão 
quando vem dizer
que eu não sei medir
nem tempo e nem medo

e se eu for o primeiro 
a prever e poder
desistir do que for dar errado

ahhh ora se não sou eu
quem mais vai decidir
o que é bom pra mim
dispenso a previsão

ahhh se o que eu sou
é tambem o que eu escolhi ser
aceito a condição

vou levando assim
que o acaso é amigo
do meu coração
quando fala comigo
quando eu sei ouvir";1
1327;Los Hermanos;De Onde Vem A Calma;"De onde vem a calma daquele cara ?
Ele não sabe ser melhor, viu?
Como não entende de ser valente
ele não sabe ser mais viril
Ele não sabe não, viu?
Às vezes dá como um frio
É o mundo que anda hostil
O mundo todo é hostil
De onde vem o jeito tão sem defeito
que esse rapaz consegue fingir?
Olha esse sorriso tão indeciso
tá se exibindo pra solidão
Não vão embora daqui
Eu sou o que vocês são
Não solta da minha mão
Não solta da minha mão

Eu não vou mudar, não
Eu vou ficar são
Mesmo se for só
não vou ceder
Deus vai dar aval, sim
o mal vai ter fim
e no final assim calado
eu sei que vou ser coroado rei de mim.";1
1328;Los Hermanos;Veja Bem, Meu Bem;"Veja bem, meu bem
Sinto te informar que arranjei alguém
pra me confortar.
Este alguém está quando você sai
E eu só posso crer, pois sem ter você
nestes braços tais.

Veja bem, amor.
Onde está você?
Somos no papel, mas não no viver.
Viajar sem mim, me deixar assim.
Tive que arranjar alguém pra passar os dias ruins.

Enquanto isso, navegando eu vou sem paz.
Sem ter um porto, quase morto, sem um cais.

E eu nunca  vou te esquecer amor,
Mas a solidão deixa o coração neste leva e traz.

Veja bem além destes fatos vis.
Saiba, traições são bem mais sutis.
Se eu te troquei não foi por maldade.
Amor, veja bem, arranjei alguém
chamado saudade.";1
1329;Los Hermanos;A Flor;"Ouvi dizer
do teu olhar ao ver a flor
Não sei por que 
achou ser de um outro rapaz
Foi capaz de se entregar
Eu fiz de tudo pra ganhar você pra mim
Mas mesmo assim...

Minha flor serviu pra que você 
achasse alguém
Um outro alguém que me tomou o seu amor
E eu fiz de tudo pra você perceber
Que era eu...

Tua flor me deu alguém pra amar
E quanto a mim?
Você assim e eu, por final sem meu lugar
E eu tive tudo sem saber quem era eu...
Eu que nunca amei a ninguém
Pude, então, enfim, amar... vai!";1
1330;Los Hermanos;Conversa de Botas Batidas;"- Veja você onde é que o barco foi desaguar
- A gente só queria um amor
- Deus parece às vezes se esquecer
- Ai, não fala isso por favor
Esse é so o começo do fim da nossa vida
Deixa chegar o sonho
Prepara uma avenida
Que a gente vai passar

- Veja você, quando é que tudo foi desabar
- A gente corre pra se esconder
E se amar se amar até o fim
Sem saber que o fim já vai chegar

Refrão
Deixa o moço bater 
Que eu cansei da nossa fuga
Já não vejo motivos
Pra um amor de tantas rugas
Não ter o seu lugar

Abre a janela agora
Deixa que o sol te veja
É só lembrar que o amor é tão maior
Que estamos sós no céu
Abre as cortinas pra mim
Que eu não me escondo de ninguém
O amor já desvendou nosso lugar
E agora está de bem

Refrão

Diz quem é maior
Que o amor
Me abraça forte agora
Que é chegada a nossa hora
Vem vamos além
Vão dizer
Que a vida é passageira
Sem notar que a nossa estrela
Vai cair";1
1331;Los Hermanos;Deixa Estar;"Ligue, ligue, ligue, ligue, ligue para mim!
Diga, diga, diga, diga, diga que me ama que eu não vou mais implorar.
Se quer saber, deixa estar.
Digo que não ligo mas não vivo sem você.
Eu falo não me calo.
Tiro sarro só pra ver se eu consigo despertar o seu amor.
Deixa estar. 

Eu sei que na verdade eu não consigo entender o nosso amor.
Que teu silêncio fala alto no meu peito
e que nós dois estamos juntos na distância.
Discrepância do destino! 

Ziguezagueando zonzo de te procurar,
Eu tranco no meu pranto canto alto de euforia que eu queria te cantar. 
Guardo pra mim. Deixa estar.
Sei que fez um mês entre vocês, de união. 
Pouco, muito pouco, quase nada ... 
Nesta estrada você esta na contramão.
E a solidão, deixa estar. 

Vocês vão aprender que nesta vida não se pode mais errar. 
Vão descobrir que entre as estrelas e o chão existe o mar.
E aí então a euforia, um belo dia, vai passar 
e cairá sobre seu mundo, num segundo, a traição. 

Deixa estar.";1
1332;Los Hermanos;Dois Barcos;"Quem bater primeiro a dobra do mar
Dá de lá bandeira qualquer, aponta pra fé 
E rema

É, pode ser que a maré não vire
Pode ser do vento vir contra o cais
E se já não sinto teus sinais
Pode ser da vida acostumar
Será, Morena?
Sobre estar só, eu sei
nos mares por onde andei
devagar 
dedicou-se mais o acaso a se esconder
E agora o amanhã, cadê?

Doce o mar, perdeu no meu cantar";1
1333;Los Hermanos;Retrato Pra Iaiá;"Iaiá, se eu peco é na vontade 
de ter um amor de verdade
Pois é que assim em ti eu me atirei 
e fui te encontrar 
pra ver que eu me enganei...

Depois de ter vivido o óbvio utópico,
te beijar, e de ter brincado sobre a sinceridade 
e dizer quase tudo quanto fosse natural... 
Eu fui pra aí te ver, te dizer: 

Deixa ser, como será!
Quando a gente se encontrar 
No pé, o céu de um parque a nos testemunhar...
Deixa ser como será!
Eu vou sem me preocupar.
E crer pra ver o quanto eu posso adivinhar...

De perto eu não quis ver 
que toda a anunciação era vã
Fui saber tão longe,
mesmo você viu antes de mim
que eu te olhando via uma outra mulher
E agora o que sobrou?
- Um filme no close pro fim

Num retrato-falado eu fichado,
exposto em diagnóstico
Especialistas analisam e sentenciam: oh não!

Deixa ser como será!
Tudo posto em seu lugar
Então tentar prever serviu pra eu me enganar. 
Deixa ser, como será!
Eu já posto em meu lugar
Num continente ao revés,
em preto e branco, em hotéis. 
Numa moldura clara e simples sou aquilo que se vê";1
1334;Los Hermanos;Primavera;"Primavera se foi 
E com ela meu amor 
Quem me dera poder 
Consertar tudo o que eu fiz 
O perfume que andava 
Com o vento pelo ar 
Primavera soprando 
Um caminho 
Mais feliz 
Mais feliz 

Pois a rosa 
Que se esconde 
No cabelo mais bonito
É um grito, quase um mito
Uma prova 
De amor! 

Primavera se foi 
E com ela essa dor 
Se alojou no meu peito 
Devagar 
A certeza do amor 
Não me deixa 
Nunca mais 

Primavera brilhando 
Em seu olhar 
E o olhar 
Que eu guardo 
Na lembrança 
Ainda traz a esperança 
De te ter 
Ao meu ladinho 
Numa próxima 
Estação! 
uh.... 
uh... 
uh... 

Primavera se foi
E com ela meu amor 
Quem me dera poder 
Consertar tudo o que eu fiz
O perfume que andava com o vento
Pelo ar 
Primavera soprando 
Pra um caminho 
Mais feliz 
Mais feliz 
Mais feliz 
Mais feliz 
Mais feliz 
Mais feliz 
Primavera! 
Primavera 
Primavera se foi 
Primavera se foi
(mais feliz)";1
1335;Los Hermanos;Condicional;"Quis nunca te perder
Tanto que demais
Via em tudo céu
Fiz de tudo cais
Dei-te pra ancorar
Doces deletérios

E quis ter os pés no chão
Tanto eu abri mão
Que hoje eu entendi
Sonho não se dá
é botão de flor
O sabor de fel
é de cortar

Eu sei é um doce te amar
O amargo é querer-te pra mim
Do que eu preciso é lembrar, me ver
Antes de te ter e de ser teu, muito bem

Quis nunca te ganhar
Tanto que forjei
Asas nos teus pés
Ondas pra levar
Deixo desvendar
Todos os mistérios

Sei tanto te soltei
Que você me quis
Em todo o lugar
Lia em cada olhar
Quanta intenção
Eu vivia preso

Eu sei é um doce te amar
O amargo é querer-te pra mim
Do que eu preciso é lembrar, me ver
Antes de te ter e de ser teu
O que eu queria o que eu fazia o que mais?
E alguma coisa a gente tem que amar
Mas o que não sei mais

Os dias que eu me vejo só
São dias que eu me encontro mais
E mesmo assim eu sei também
Existe alguém pra me libertar";1
1336;Los Hermanos;Do Sétimo Andar;"Fiz aquele anúncio e ninguém viu
Pus em quase todo lugar
A foto mais bonita que eu fiz
Você olhando pra mim

Alto aqui do sétimo andar
Longe eu via você
A luz desperdiçada de manhã
No copo de café

Deus sabe o que eu quis foi te proteger
Do perigo maior que é você
E eu sei que parece o que não se diz
Pro seu caso é o tempo passar
(Quem fala é o doutor)

Parece que foi ontem que eu fiz 
Aquele chá de habu
Pra te curar da tosse do chulé
Pra te botar de pé

E foi difícil ter que te levar àquele lugar
Como é que hoje se diz
Você não quis ficar
Os poucos que viram você aqui
Me disseram que mal você não faz
E se eu numa esquina qualquer te vir
Será que você vai fugir?

Se você for eu vou correr...
Se for, eu vou...";1
1337;Los Hermanos;Todo Carnaval Tem Seu Fim;"Todo dia um ninguém José acorda já deitado
Todo dia, ainda de pé, o Zé dorme acordado
Todo dia o dia não quer raiar o sol do dia
Toda trilha é andada com a fé de quem crê no ditado
De que o dia insiste em nascer
Mas o dia insiste em nascer pra ver deitar o novo

Toda rosa é rosa porque assim ela é chamada
Toda bossa é nova e você não liga se é usada
Todo o carnaval tem seu fim
Todo o carnaval tem seu fim
E é o fim
E é o fim

Deixa eu brincar de ser feliz, deixa eu pintar o meu nariz !
Deixa eu brincar de ser feliz, deixa eu pintar o meu nariz

Toda banda tem um tarol, quem sabe eu não toco?
Todo samba tem um refrão pra levantar o bloco
Toda escolha é feita por quem acorda já deitado
Toda folha elege um alguém que mora logo ao lado
E pinta o estandarte de azul
E põe suas estrelas no azul

Pra que mudar?
Deixa eu brincar de ser feliz, deixa eu pintar o meu nariz !
Deixa eu brincar de ser feliz, deixa eu pintar o meu nariz !

Deixa eu brincar de ser feliz, deixa eu pintar o meu nariz !
Deixa eu brincar de ser feliz, deixa eu pintar o meu nariz !
Deixa eu brincar de ser feliz, deixa eu pintar.";1
1338;Los Hermanos;Primeiro Andar;"Já vou, será
eu quero ver
o mundo eu sei
não é esse lá

por onde andar
eu começo por onde a estrada vai
e nao culpo a cidade, o pai

vou lá, andar 
e o que eu vou ver
eu sei lá

não faz disso esse drama essa dor
é que a sorte é preciso tirar pra ter
perigo é eu me esconder em você
e quando eu vou voltar, quem vai saber

se alguem numa curva me convidar
eu vou lá
que andar é reconhecer
olhar

eu preciso andar
um caminho só
vou buscar alguém
que eu nem sei quem sou

Eu escrevo e te conto o que eu vi
e me mostro de lá pra você
guarde um sonho bom pra mim

eu preciso andar
um caminho só
vou buscar alguém
que eu nem sei quem sou";1
1339;Los Hermanos;Tá Bom;"Senta aqui
que hoje eu quero te falar
não tem mistério não
é só teu coração 
que não te deixa amar
você precisa reagir
não se entregar assim
como quem nada quer
não há mulher irmão que goste dessa vida
ela não quer viver as coisas por você
me diz cadê você aí
e aí não há sequer um par pra dividir

senta aqui
espera que eu não terminei
pra onde é que você foi
que eu não te vejo mais
não há ninguém capaz
de ser isso que você quer
vencer a luta vã
e ser o campeão
pois se é no não que se descobre de verdade
o que te sobra além das coisas casuais
me diz se assim está em paz
achando que sofrer é amar demais";1
1340;Los Hermanos;Cara Estranho;"Olha só, que cara estranho que chegou
Parece não achar lugar
No corpo em que Deus lhe encarnou
Tropeça a cada quarteirão
Não mede a força que já tem
Exibe à frente o coração
Que não divide com ninguém
Tem tudo sempre às suas mãos
Mas leva a cruz um pouco além
Talhando feito um artesão
A imagem de um rapaz de bem

Olha ali quem tá pedindo aprovação
Não sabe nem pra onde ir
Se alguém não aponta a direção
Periga nunca se encontrar
Será que ele vai perceber
Que foge sempre do lugar
Deixando o ódio se esconder
Talvez se nunca mais tentar
Viver o cara da TV
Que vence a briga sem suar
E ganha aplausos sem querer

Faz parte desse jogo
Dizer ao mundo todo
Que só conhece o seu quinhão ruim
É simples desse jeito
Quando se encolhe o peito
E finge não haver competição
É a solução de quem não quer
Perder aquilo que já tem
E fecha a mão pro que há de vir";1
1341;Los Hermanos;A Outra;"Paz, eu quero paz
Já me cansei de ser a ultima a saber de ti
Se todo mundo sabe quem te faz
Chegar mais tarde
Eu já cansei de imaginar você com ela
Diz pra mim
Se vale a pena amor
A gente ria tanto desses nossos desencontros
Mas você passou do ponto
E agora eu já não sei mais
Eu quero paz
Quero dançar com outro par
Pra variar amor

Não dá mais pra fingir que ainda não vi
As cicatrizes que ela fez
Se dessa vez ela é
Senhora desse amor
Pois vá embora por favor
Que não demora pra essa dor
Sangrar.";1
1342;Los Hermanos;Corre Corre;"Rodei o mundo até
Você se distrair
Não tinha culpa ou direção
Ou olhos pra guiar

Eu acho graça
Que a vida passa
E a solidão é mais
Desculpa se não tive fé ou forças pra lutar

Ah, fico à vontade mas você não vem
Espero tanto teus sinais
Ah, é madrugada, mas não vem ninguém
De longe eu vejo o temporal

Corre, corre, corre
Doce é o vento que te leva
Eu não tenho mais a pressa
Ou horas pra contar

Pela vida solta
Todo o meu amor com ela
Que esse azul do céu espera
Coragem pra mudar

Ah, fico à vontade mas você não vem
Espero tanto teus sinais
Ah, é madrugada, mas não vem ninguém
De longe eu vejo o temporal

Corre, corre, corre
Doce é o vento que te leva
Eu não tenho mais a pressa
Ou horas pra contar

Pela vida solta
Todo o meu amor com ela
Que esse azul do céu espera
Coragem pra mudar";1
1343;Los Hermanos;Pierrot;"O Pierrot apaixonado chora pelo amor da Colombina 
E é sua sina chorar na ilusão em vão, em vão 

E a Colombina só quer um amor 
Que não encontra num braço qualquer 
Essa menina não quer mais saber de mal-me-quer 
Só do Pierrot, Pierrot, Pierrot, Pierrot... 

E o Pierrot apaixonado chora pelo amor da Colombina 
E na esquina se mata a beber pra esquecer, pra esquecer 

E o Pierrot só queria amar 
E dar um basta a esta dor já sem fim 
Mas Colombina trocou seu amor por Arlequim 
E o Pierrot, chora! 
Pierrot, chora! 
Pierrot, chora! 
Pierrot, chora...";1
1344;Paula Fernandes;Juntos (Part. Luan Santana);"Diga, meu amor
Se anda um pouco triste como eu
Diga o que ficou
Da história que a gente viveu

Eu caí e tudo agora lembra você
E viver sem a gente
Não dá mais porque sei que sou eu

Diga por que se foi
E quantas vezes se sentiu sozinho, longe
Diga o que pensou
Pra vir buscar agora o que vivemos antes

Eu caí
E vi nascer uma força que nem sei de onde
Pra seguir
E suportar a falta desse amor

Diga o que te fez sentir saudade
Bote um ponto final
Cole de uma vez nossas metades
Juntos e shallow now

In the shallow, shallow
In the shallow, shallow
In the shallow, shallow
Juntos e shallow now";1
