;artista;musica;letra;selecionado
620;Chico Buarque;A Rosa;"Arrasa o meu projeto de vida
Querida, estrela do meu caminho
Espinho cravado em minha garganta
Garganta
A santa às vezes troca meu nome
E some

E some nas altas da madrugada
Coitada, trabalha de plantonista
Artista, é doida pela Portela
Ói ela
Ói ela, vestida de verde e rosa

A Rosa garante que é sempre minha
Quietinha, saiu pra comprar cigarro
Que sarro, trouxe umas coisas do Norte
Que sorte
Que sorte, voltou toda sorridente

Demente, inventa cada carícia
Egípcia, me encontra e me vira a cara
Odara, gravou meu nome na blusa
Abusa, me acusa
Revista os bolsos da calça

A falsa limpou a minha carteira
Maneira, pagou a nossa despesa
Beleza, na hora do bom me deixa, se queixa
A gueixa
Que coisa mais amorosa
A Rosa

Ah, Rosa, e o meu projeto de vida?
Bandida, cadê minha estrela guia
Vadia, me esquece na noite escura
Mas jura
Me jura que um dia volta pra casa

Arrasa o meu projeto de vida
Querida, estrela do meu caminho
Espinho cravado em minha garganta
Garganta
A santa às vezes me chama Alberto
Alberto

Decerto sonhou com alguma novela
Penélope, espera por mim bordando
Suando, ficou de cama com febre
Que febre
A lebre, como é que ela é tão fogosa
A Rosa

A Rosa jurou seu amor eterno
Meu terno ficou na tinturaria
Um dia me trouxe uma roupa justa
Me gusta, me gusta
Cismou de dançar um tango

Meu rango sumiu lá da geladeira
Caseira, seu molho é uma maravilha
Que filha, visita a família em Sampa
Às pampa, às pampa
Voltou toda descascada

A fada, acaba com a minha lira
A gira, esgota a minha laringe
Esfinge, devora a minha pessoa
À toa, a boa
Que coisa mais saborosa
A Rosa

Ah, Rosa, e o meu projeto de vida?
Bandida, cadê minha estrela guia?
Vadia, me esquece na noite escura
Mas jura
Me jura que um dia volta pra casa



1979 © by Cara Nova Editora Musical Ltda";1
621;Chico Buarque;Um Tempo Que Passou;"Vou
Uma vez mais
Correr atrás
De todo o meu tempo perdido
Quem sabe, está guardado
Num relógio escondido por quem
Nem avalia o tempo que tem

Ou
Alguém o achou
Examinou
Julgou um tempo sem sentido
Quem sabe, foi usado
E está arrependido o ladrão
Que andou vivendo com o meu quinhão

Ou dorme num arquivo
Um pedaço de vida, vida
A vida que eu não gozei
Eu não respirei
Eu não existia
Mas eu estava vivo
Vivo, vivo
O tempo escorreu
O tempo era meu
E apenas queria
Haver de volta
Cada minuto que passou sem mim

Sim
Encontro enfim
Iguais a mim
Outras pessoas aturdidas
Descubro que são muitas
As horas dessas vidas que estão
Talvez postas em grande leilão

São
Mais de um milhão
Uma legião
Um carrilhão de horas vivas
Quem sabe, dobram juntas
As dores coletivas, quiçá
No canto mais pungente que há

Ou dançam numa torre
As nossas sobrevidas
Vidas, vidas
A se encantar
A se combinar
Em vidas futuras

E vão tomando porres
Porres, porres
Morrem de rir
Mas morrem de rir
Naquelas alturas
Pois sabem que não volta jamais
Um tempo que passou";1
622;Chico Buarque;Acorda Amor;"Acorda amor
Eu tive um pesadelo agora
Sonhei que tinha gente lá fora
Batendo no portão, que aflição 
Era a dura, numa muito escura viatura 
minha nossa santa criatura 
chame, chame, chame, chame o ladrão 
Acorda amor
Não é mais pesadelo nada
Tem gente já no vão da escada
fazendo confusão, que aflição
São os homens, e eu aqui parado de pijama 
eu não gosto de passar vexame 
chame, chame, chame, chame o ladrão 
Se eu demorar uns  meses convém às vezes você sofrer 
Mas depois de um ano eu não vindo                               
ponha roupa de domingo e pode me esquecer
Acorda amor
que o bicho é bravo e não sossega
se você corre o bicho pega
se fica não sei não 
Atenção, não demora
dia desses chega sua hora
não discuta à toa, não reclame 
chame, chame, chame, chame o ladrão";1
623;Chico Buarque;Partido Alto;"Diz que deu, diz que dá
Diz que Deus dará
Não vou duvidar, ó nega
E se Deus não dá
Como é que vai ficar, ó nega
Diz que Deus diz que dá
E se Deus negar, ó nega
Eu vou me indignar e chega
Deus dará, Deus dará

Deus é um cara gozador, adora brincadeira
Pois pra me jogar no mundo, tinha o mundo inteiro
Mas achou muito engraçado me botar cabreiro
Na barriga da miséria nasci batuqueiro (brasileiro)*
Eu sou do Rio de Janeiro

Jesus Cristo inda me paga, um dia inda me explica
Como é que pôs no mundo esta pobre coisica (pouca titica)*
Vou correr o mundo afora, dar um canjica
Que é pra ver se alguém se embala ao ronco da cuíca
E aquele abraço pra quem fica

Deus me fez um cara fraco, desdentado e feio
Pele e osso simplesmente, quase sem recheio
Mas se alguém me desafia e bota a mãe no meio
Dou pernada a três por quatro e nem me despenteio
Que eu já tô de saco cheio

Deus me deu mão de veludo pra fazer carícia
Deus me deu muitas saudades e muita preguiça
Deus me deu pernas compridas e muita malícia
Pra correr atrás de bola e fugir da polícia
Um dia ainda sou notícia

* termos originais vetados pela censura



1972 © by Cara Nova Editora Musical Ltda";1
624;Chico Buarque;História de Uma Gata;"Me alimentaram
Me acariciaram
Me aliciaram
Me acostumaram

O meu mundo era o apartamento
Detefon, almofada e  trato
Todo dia filé-mignon
Ou mesmo um bom filé... de gato
Me diziam todo momento
Fique em casa não tome vento
Mas é duro ficar na sua
Quando à luz da lua
Tantos gatos pela rua
Toda a noite vão cantando assim

Nós, gatos, já nascemos pobres
Porém, já nascemos livres
Senhor, senhora senhorio
Felino, não reconhecerás (2x)

De manhã eu voltei pra casa
Fui barrada na portaria
Sem filé e sem almofada
Por causa da cantoria
Mas agora o meu dia a dia
É no meio da gataria
Pela rua virando lata
Eu sou mais eu, mais gata
Numa louca serenata
Que de noite vai cantando assim

Nós, gatos, já nascemos pobres
Porém, já nascemos livres
Senhor, senhora senhorio
Felino, não reconhecerás (3x)";1
625;Maria Bethânia;Onde Estará O Meu Amor;"Como esta noite findará
E o sol então rebrilhará
Estou pensando em você
Onde estará o meu amor
Será que vela como eu
Será que chama como eu
Será que pergunta por mim
Onde estará o meu amor
Se a voz da noite responder

Onde estou eu
Onde está você
Estamos cá dentro de nós
Sós
Se a voz da noite silenciar
Raio de sol vai me levar
Raio de sol vai te trazer
Onde estará o meu amor?

Como esta noite findará
E o sol então rebrilhará
Estou pensando em você
Será que vela como eu
Será que chama como eu
Será que pergunta por mim
Se a voz da noite responder

Onde estou eu
Onde está você
Estamos cá dentro de nós
Sós
Se a voz da noite silenciar
Raio de sol vai me levar
Raio de sol vai lhe trazer
Onde estará o meu amor?";1
626;Maria Bethânia;Fera Ferida;"Acabei com tudo
Escapei com vida
Tive as roupas e os sonhos
Rasgados na minha saída
Mas saí ferido
Sufocando meu gemido
Fui o alvo perfeito
Muitas vezes no peito atingido

Animal arisco
Domesticado esquece o risco
Me deixei enganar
E até me levar por você

Eu sei quanta tristeza eu tive
Mas mesmo assim se vive
Morrendo aos poucos por amor

Eu sei, o coração perdoa
Mas não esquece à toa
E eu não me esqueci

Não vou mudar
Esse caso não tem solução
Sou fera ferida
No corpo, na alma e no coração
Não vou mudar
Esse caso não tem solução
Sou fera ferida
No corpo, na alma e no coração 

Eu andei demais
Não olhei pra trás
Era solto em meus passos
Bicho livre, sem rumo, sem laços

Me senti sozinho
Tropeçando em meu caminho
À procura de abrigo
Uma ajuda, um lugar, um amigo

Animal ferido
Por instinto decidido
Os meus rastros desfiz
Tentativa infeliz de esquecer

Eu sei que flores existiram
Mas que não resistiram
A vendavais constantes

Eu sei que as cicatrizes falam
Mas as palavras calam
O que eu não me esqueci

Não vou mudar
Esse caso não tem solução
Sou fera ferida
No corpo, na alma e no coração

Não vou mudar
Esse caso não tem solução
Sou fera ferida
No corpo, na alma e no coração

Sou fera ferida
No corpo, na alma e no coração

Sou fera ferida
No corpo, na alma e no coração";1
627;Maria Bethânia;Carta de Amor;"Não mexe comigo, que eu não ando só,
Eu não ando só, que eu não ando só.
Não mexe não! (2x)

Eu tenho Zumbi, Besouro o chefe dos tupis,
Sou tupinambá, tenho os erês, caboclo boiadeiro,
Mãos de cura, morubichabas, cocares, Zarabatanas,curares, flechas e altares.
À velocidade da luz, o escuro da mata escura, o breu o silêncio a espera.
Eu tenho Jesus, Maria e José, e todos os pajés em minha companhia,
O Menino Deus brinca e dorme nos meus sonhos, o poeta me contou.

Não mexe comigo, que eu não ando só,
Eu não ando só, que eu não ando só.
Não mexe não! (2x)

Não misturo, não me dobro.
A rainha do mar anda de mãos dadas comigo, 
Me ensina o baile das ondas e canta, canta, canta pra mim.
É do ouro de Oxum que é feita a armadura que cobre meu corpo,
Garante meu sangue, minha garganta.
O veneno do mal não acha passagem
E em meu coração Maria acende sua luz e me aponta o Caminho.
Me sumo no vento, cavalgo no raio de Iansã, giro o mundo, viro, reviro.
Tô no recôncavo, tô em Fez.
Voo entre as estrelas, brinco de ser uma, traço o cruzeiro do sul com a tocha da fogueira de João menino, rezo com as três Marias, vou além, me recolho no esplendor das nebulosas, descanso nos vales, montanhas, durmo na forja de Ogum, mergulho no calor da lava dos vulcões, corpo vivo de Xangô.

Não ando no breu, nem ando na treva
Não ando no breu, nem ando na treva
É por onde eu vou, que o santo me leva
É por onde eu vou, que o santo me leva

Não ando no breu, nem ando na treva
Não ando no breu, nem ando na treva
É por onde eu vou, que o santo me leva
É por onde eu vou, que o santo me leva

Medo não me alcança.
No deserto me acho, faço cobra morder o rabo, escorpião virar pirilampo.
Meus pés recebem bálsamos, unguentos suaves das mãos de Maria
Irmã de Marta e Lázaro, no Oásis de Bethânia.
Pensou que eu ando só? Atente ao tempo. Não começa, não termina, é nunca é sempre.
É tempo de reparar na balança de nobre cobre que o rei equilibra, fulmina o injusto e deixa nua a Justiça.

Eu não provo do teu fel, não piso no teu chão,
E pra onde você for, não leva o meu nome não
E pra onde você for, não leva o meu nome não (2x)

Onde vai valente?
Você secou, seus olhos insones secaram, não veem brotar a relva que cresce livre e verde longe da tua cegueira.
Teus ouvidos se fecharam à todo som, qualquer música, nem o bem, nem o mal, pensam em ti, ninguém te escolhe.
Você pisa na terra mas não sente, apenas pisa.
Apenas vaga sobre o planeta, e já nem ouve as teclas do teu piano.
Você está tão mirrado que nem o diabo te ambiciona, não tem alma.
Você é o oco, do oco, do oco, do sem fim do mundo.

O que é teu já tá guardado.
Não sou eu quem vou lhe dar,
Não sou eu quem vou lhe dar,
Não sou eu quem vou lhe dar.(2x)

Eu posso engolir você, só pra cuspir depois.
Minha fome é matéria que você não alcança.
Desde o leite do peito de minha mãe, até o sem fim dos versos, versos, versos, que brotam do poeta em toda poesia sob a luz da lua que deita na palma da inspiração de Caymmi.
se choro, quando choro, é regar o capim que alimenta a vida, chorando eu refaço as nascentes que você secou.
Se desejo, o meu desejo faz subir marés de sal e sortilégio.
Eu ando  de cara pra o vento na chuva, e quero me molhar.
O terço de Fátima e o cordão de Gandhi, cruzam o meu peito.
Sou como a haste fina, que qualquer brisa verga, nenhuma espada corta.

Não mexe comigo, que eu não ando só
Eu não ando só, que eu não ando só(2x)
Não mexe comigo!";1
628;Maria Bethânia;Brincar de Viver;"Quem me chamou
Quem vai querer voltar pro ninho
E redescobrir seu lugar
Pra retornar
E enfrentar o dia-a-dia
Reaprender a sonhar
Você verá que é mesmo assim,
que a história não tem fim
Continua sempre que você responde sim
à sua imaginação
A arte de sorrir cada vez que o mundo diz não

Você verá que a emoção começa agora
Agora é brincar de viver
E não esquecer, ninguém é o centro do universo

Que assim é maior o prazer

Você verá que é mesmo assim,
que a história não tem fim
Continua sempre que você responde sim
à sua imaginação
A arte de sorrir cada vez que o mundo diz não

E eu desejo amar todos que eu cruzar pelo meu caminho
Como eu sou feliz, eu quero ver feliz
Quem andar comigo,vem";1
629;Maria Bethânia;As Canções Que Você Fez Pra Mim;"Hoje eu ouço as canções que você fez pra mim
Não sei porque razão tudo mudou assim
Ficaram as canções e você não ficou.

Esqueceu de tanta coisa que um dia me falou
Tanta coisa que somente entre nós dois ficou
Eu acho que você já nem se lembra mais.

É tão difícil olhar o mundo e ver o que ainda existe
Pois sem você meu mundo é diferente
Minha alegria é triste.

Quantas vezes você disse que me amava tanto
Tantas vezes eu enxuguei o seu pranto
E agora eu choro só sem ter você aqui

Esqueceu de tanta coisa que um dia me falou
Tanta coisa que somente entre nós dois ficou
Eu acho que você já nem se lembra mais

É tão difícil olhar o mundo e ver
O que ainda existe
Pois sem você meu mundo é diferente

Minha alegria é triste
Quantas vezes você disse que me amava tanto
Tantas vezes eu enxuguei o seu pranto
E agora eu choro só sem ter você aqui.";1
630;Maria Bethânia;Cântico Negro;"""Vem por aqui"" - dizem-me alguns com os olhos doces
Estendendo-me os braços, e seguros
De que seria bom que eu os ouvisse
Quando me dizem: ""vem vem por aqui!""
Eu olho-os com olhos laços,
(Há, nos olhos meus, ironias e cansaços)
E cruzo os braços,
E nunca vou por ali...
A minha glória é esta:
Criar desumanidades!
Não acompanhar ninguém.
- Que eu vivo com o mesmo sem-vontade
Com que rasguei o ventre à minha mãe
Não,eu não vou por aí! Só vou por onde
Me levam meus próprios passos...
Se ao que busco saber nenhum de vós responde
Por que me repetis: ""vem vem por aqui!""?

Prefiro escorregar nos becos lamacentos,
Redemoinhar aos ventos,
Feito farrapos, arrastar os pés sangrentos,
A ir por aí...
Se vim ao mundo, foi
Somente para desflorar florestas virgens,
E desenhar meus próprios pés na areia inexplorada!
O mais que faço não vale nada.

Como, pois, sereis vós
Que me dareis machados, ferramentas e coragem
Para eu derrubar os meus obstáculos?...
Corre, nas vossas veias, sangue velho dos avós,
E vós amais o que é fácil!
Eu amo o Longe e a Miragem,
Amo os abismos, as torrentes, os desertos...

Ide! Tendes estradas,
Tendes tratados, Tendes filósofos, tendes sábios...
Eu tenho a minha Loucura !
Levanto-a, como um facho, a arder na noite escura,
E sinto espuma, e sangue, e cânticos nos lábios...
Deus e o Diabo é que guiam, mais ninguém!
Todos tiveram pai, todos tiveram mãe;
Mas eu, que nunca principio nem acabo,
Nasci do amor que há entre Deus e o Diabo.

Ah, que ninguém me dê piedosas intenções,
Ninguém me peça definições!
Ninguém me diga: ""vem por aqui""!
A minha vida é um vendaval que se soltou,
É uma onda que se alevantou,
É um átomo a mais que se animou...
Não sei por onde vou,
Não sei para onde vou
Sei que não vou por aí!""";1
631;Maria Bethânia;O Vento - Procelaria - A Dona do raio e do vento;"Vamos chamar o vento
Vamos chamar o vento
Vamos chamar o vento
Vamos chamar o vento


""É vista quando há vento e grande vaga
Ela faz um ninho no enrolar da fúria e voa firme e certa como bala
As suas asas empresta à tempestade 
Quando os leões do mar rugem nas grutas
Sobre os abismos, passa e vai em frente
Ela não busca a rocha, o cabo, o cais
Mas faz da insegurança a sua força e do risco de morrer, seu alimento
Por isso me parece imagem e justa 
Para quem vive e canta num mau tempo""

O raio de Iansã sou eu
Cegando o aço das armas de quem guerreia 
E o vento de Iansã também sou eu 
E Santa Bárbara é santa que me clareia (2x)

A minha voz é vento de maio
Cruzando os mares dos ares do chão
Meu olhar tem a força do raio que vem de dentro do meu coração

O raio de Iansã sou eu
Cegando o aço das armas de quem guerreia
E o vento de Iansã também sou eu
E Santa Bárbara é santa que me clareia

Eu não conheço rajada de vento mais poderosa que a minha paixão
Quando o amor relampeia aqui dentro, vira um corisco esse meu coração
Eu sou a casa do raio e do vento
Por onde eu passo é zunido, é clarão
Porque Iansã desde o meu nascimento, tornou-se a dona do meu coração

O raio de Iansã sou eu...

Sem ela não se anda
Ela é a menina dos olhos de Oxum 
Flecha que mira o Sol 
Olhar de mim.";1
632;Maria Bethânia;Eu Preciso de Você;"Eu preciso de você
Porque tudo que eu pensei
Que pudesse desfrutar da vida
Sem você não sei
Meu amanhecer é lindo
Se você comigo está
Tudo é mais bonito
No sorriso que você me dá

Eu não vivo sem você
Porque tudo que eu andei
Procurando pela vida agora eu sei
Que andei sabendo
Que em algum lugar te encontraria
Pois você já era meu e eu sabia

Como a abelha necessita de uma flor
Eu preciso de você e desse amor
Como a terra necessita o sol e a chuva
Eu te preciso
E não vivo um só minuto sem você

Eu preciso de você
Porque em toda a minha vida
Nem por uma vez amei alguém assim
Você é tudo, é muito mais
Do que sonhei pra mim
E é por isso que eu preciso de você";1
633;Maria Bethânia;Eu Que Não Sei Quase Nada do Mar;"Garimpeira da beleza te achei na beira de você me achar
Me agarra na cintura, me segura e jura que não vai soltar
E vem me bebendo toda, me deixando tonta de tanto prazer
Navegando nos meus seios, mar partindo ao meio, não vou esquecer.

Eu que não sei quase nada do mar descobri que não sei nada de mim

Clara noite rara nos levando além da arrebentação
Já não tenho medo de saber quem somos na escuridão

Clara noite rara nos levando além da arrebentação
Já não tenho medo de saber quem somos na escuridão

Me agarrei em seus cabelos, sua boca quente pra não me afogar 
Tua língua correnteza lambe minhas pernas como faz o mar
E vem me bebendo toda me deixando tonta de tanto prazer
Navegando nos meus seios, mar partindo ao meio, não vou esquecer

Eu que não sei quase nada do mar descobri que não sei nada de mim

Clara noite rara nos levando além da arrebentação
Já não tenho medo de saber quem somos na escuridão

Clara noite rara nos levando além da arrebentação
Já não tenho medo de saber quem somos na escuridão";1
634;Maria Bethânia;Chão de Estrelas;"Minha vida 
Era um palco iluminado
Eu vivia vestido de dourado
Palhaço das perdidas ilusões
Cheio dos guizos falsos da alegria
Andei cantando a minha fantasia
Entre as palmas febris 
Dos corações

Meu barracão no morro do salgueiro
Tinha o cantar alegre de um viveiro
Foste a sonoridade que acabou
E hoje, 
Quando do sol, 
A claridade
Cobre o meu barracão, 
Sinto saudade
Da mulher pomba-rola que voou

Nossas roupas comuns 
Dependuradas
Na corda, 
Qual bandeiras agitadas
Pareciam um estranho festival!
Festa dos nossos trapos 
Coloridos
A mostrar que nos morros mal vestidos
É sempre feriado nacional

A porta do barraco 
Era sem trinco
E a lua, furando o nosso zinco
Salpicava de estrelas 
O nosso chão...
E tu 
Tu pisavas nos astros distraída
Sem saber que a ventura desta vida, 
É a cabrocha, 
O luar 
E o violão...

A porta do barraco 
Era sem trinco
E a lua, furando o nosso zinco
Salpicava de estrelas 
O nosso chão...
E tu 
Tu pisavas nos astros distraída
Sem saber que a ventura desta vida, 
É a cabrocha, 
O luar 
E o violão...";1
635;Maria Bethânia;Gostoso Demais;"Tô com saudade de tu, meu desejo
Tô com saudade do beijo e do mel

Do teu olhar carinhoso
Do teu abraço gostoso
De passear no teu céu
    
É tão difícil ficar   sem você
O teu amor é gostoso demais

Teu cheiro me dá prazer
Quando estou com você
Estou nos braços da paz

Pensamento viaja
E vai buscar meu bem-querer
    
Não posso ser feliz, assim
Tem dó de mim
O que que eu posso fazer";1
636;Maria Bethânia;Canto de Oxum;"Nhem-nhem-nhem
Nhem-nhem ô xorodô
Nhem-nhem-nhem
Nhem-nhem ô xorodô
É o mar, é o mar
Fé-fé xorodô

Oxum era rainha, 
Na mão direita tinha
O seu espelho onde vivia
A se mirar.

Quanto nome tem a Rainha do Mar?
Quanto nome tem a Rainha do Mar?

Dandalunda, Janaína,
Marabô, Princesa de Aiocá,
Inaê, Sereia, Mucunã,
Maria, Dona Iemanjá.

Onde ela vive?
Onde ela mora?

Nas águas,
Na loca de pedra,
Num palácio encantado,
No fundo do mar.

O que ela gosta?
O que ela adora?

Perfume,
Flor, espelho e pente
Toda sorte de presente
Pra ela se enfeitar.

Como se saúda a Rainha do Mar?
Como se saúda a Rainha do Mar?

Alodê, Odofiaba,
Minha-mãe, Mãe-d'água,
Odoyá!

Qual é seu dia,
Nossa Senhora?

É dia dois de fevereiro
Quando na beira da praia
Eu vou me abençoar.

O que ela canta?
Por que ela chora?

Só canta cantiga bonita
Chora quando fica aflita
Se você chorar.

Quem é que já viu a Rainha do Mar?
Quem é que já viu a Rainha do Mar?

Pescador e marinheiro
quem escuta a sereia cantar
é com o povo que é praiero
que dona Iemanjá quer se casar.";1
637;Maria Bethânia;Ponto de Iansã;"Oya, Oya, Oya ê!
Oya Matamba de kakoroká zingue
Oya, Oya, Olha ê!
Oya Matamba de Kakoroká zingue ô";1
638;Maria Bethânia;Olha;"Olha você tem todas as coisas
Que um dia eu sonhei pra mim
A cabeça cheia de problemas
Não me importo eu gosto mesmo assim
Tem os olhos cheios de esperança
De uma cor que mais ninguém possui
Me traz meu passado e as lembranças
Coisas que eu quis ser e não fui. 

Olha você vive tão distante
Muito além do que eu posso ter
Eu que sempre fui tão inconstante
Te juro meu amor, agora é p'ra valer
Olha vem comigo aonde eu for
Seja meu amante e meu amor
Vem seguir comigo o meu caminho
E viver a vida só de amor.";1
639;Maria Bethânia;Tá Combinado;"Então tá combinado, é quase nada
É tudo somente sexo e amizade.
Não tem nenhum engano nem mistério.
É tudo só brincadeira e verdade.
Podermos ver o mundo juntos,
Sermos dois e sermos muitos,
Nos sabermos sós sem estarmos sós.
Abrirmos a cabeça
Para que afinal floresça
O mais que humano em nós.
Então tá tudo dito e é tão bonito
E eu acredito num claro futuro
de música, ternura e aventura
Pro equilibrista em cima do muro.
Mas e se o amor pra nós chegar,
De nós, de algum lugar
Com todo o seu tenebroso esplendor?
Mas e se o amor já está,
se há muito tempo que chegou
E só nos enganou?
Então não fale nada, apague a estrada 
Que seu caminhar já desenhou
Porque toda razão, toda palavra
Vale nada quando chega o amor...";1
640;Maria Bethânia;Oração do Tempo (tempo, Tempo, Tempo);"És um senhor tão bonito     
Quanto a cara do meu filho
Tempo tempo tempo tempo    
Vou te fazer um pedido
Tempo tempo tempo tempo
Compositor de destinos     
Tambor de todos os ritmos
Tempo tempo tempo tempo       
Entro num acordo contigo
Tempo tempo tempo tempo
Por seres tão inventivo 
E pareceres contínuo
Tempo tempo tempo tempo    
És um dos deuses mais lindos
Tempo tempo tempo tempo
Que sejas ainda mais vivo    
No som do meu estribilho
Tempo tempo tempo tempo
Ouve bem o que eu te digo
Tempo tempo tempo tempo
Peço-te o prazer legítimo    
E o movimento preciso 
Tempo tempo tempo tempo       
Quando o tempo for propício
Tempo tempo tempo tempo
De modo que o meu espírito
Ganhe um brilho definitivo
Tempo tempo tempo tempo   
E eu espalhe benefícios
Tempo tempo tempo tempo
O que usaremos pra isso   
Fica guardado em sigilo
Tempo tempo tempo tempo
Apenas contigo e comigo
Tempo tempo tempo tempo
E quando eu tiver saído   
Para fora do teu círculo
Tempo tempo tempo tempo  
Não serei nem terás sido
Tempo tempo tempo tempo
Ainda assim acredito     
Ser possível reunirmo-nos
Tempo tempo tempo tempo   
Num outro nível de vínculo
Tempo tempo tempo tempo
Portanto peço-te aquilo    
E te ofereço elogios
Tempo tempo tempo tempo   
Nas rimas do meu estilo
Tempo tempo tempo tempo";1
641;Maria Bethânia;Reconvexo;"Intro: E

    E            B7		     E
Eu sou a chuva que lança a areia no Saara
          B7            E
Sobre os automóveis de Roma
                     B7                 E 
Eu sou a sereia que dança, a destemida Iara
B7                  E      E7
Água e folha da Amazônia
    A               B7         C#m
Eu sou a sombra da voz da matriarca da Roma Negra
             F#m    B7                 E         E7
Você não me pega, você nem chega a me ver
            A              B7      C#m
Meu som te cega, careta, quem é você? 
            B7                         C#m
Que não sentiu o suingue de Henri Salvador
	  B7   			   C#m
Que não seguiu o Olodum balançando o Pelô
	  B7   		 	 C#m
E que não riu com a risada de Andy Warhol
           B7
Que não, que não, e nem disse que não
    E	 	  B7		E		  B7
Eu sou o preto norte-americano forte com um brinco de 
          E      B7
ouro na orelha
     E			B7
Eu sou a flor da primeira música, 
        E          B7                E        E7
A mais velha e mas nova espada e seu corte
    A                B7             C#m
Eu sou o cheiro dos livros desesperados, sou Gitá gogoya
            F#m   B7		   E      E7
Seu olho me olha, mas não me pode alcançar
             A             B7         C#m
Não tenho escolha, careta, vou descartar
           B7                     C#m
Quem não rezou a novena de Dona Canô
           B7                            C#m
Quem não seguiu o mendigo Joãozinho Beija-Flor
          B7                        C#m
Quem não amou a elegância sutil de Bobô
             B7                           E
Quem nao è reconcavo nem pode ser reconvexo";1
642;Maria Bethânia;Grito de Alerta;"Primeiro você me azucrina, me entorta a cabeça  
Me bota na boca um gosto amargo de fel  
Depois vem chorando desculpas, assim meio pedindo  
Querendo ganhar um  bocado de mel  
Não vê que então eu me rasgo  
Engasgo, engulo, reflito, estendo a mão  
E assim nossa vida é um rio secando  
As pedras cortando, e eu vou perguntando: até quando?  
São tantas coisinhas miúdas, roendo, comendo  
Arrasando aos poucos o nosso ideal  
São frases perdidas num mundo de gritos e gestos  
  
   
Num jogo de culpa que faz tanto mal     
Não quero a razão pois eu sei o quanto estou errada  
O quanto já fiz destruir  
Só sinto no ar o momento em que o copo está cheio  
E que já não dá mais pra engolir  
 
* Veja bem, nosso caso é uma porta entreaberta  
Eu busquei a palavra mais certa  
Vê se entende  o meu grito de  alerta   
Veja bem, é o amor agitando meu coração  
Há um lado carente dizendo que sim  
E essa vida da gente gritando que não";1
643;Maria Bethânia;Sonho Meu;"Sonho meu, sonho meu
Vai buscar quem mora longe
Sonho meu
Vai mostrar esta saudade
Sonho meu
Com a sua liberdade
Sonho meu
No meu céu a estrela guia se perdeu
A madrugada fria só me traz melancolia
Sonho meu
Sinto o canto da noite
Na boca do vento
Fazer a dança das flores
No meu pensamento
Traz a pureza de um samba
Sentido, marcado de mágoas de amor
Um samba que mexe o corpo da gente
E o vento vadio embalando a flor";1
644;Maria Bethânia;Você;"Você, que tanto tempo faz,

Você que eu não conheço mais

Você, que um dia eu amei demais

Você, que ontem me sufocou

De amor e de felicidade

Hoje me sufoca de saudade

Você, que já não diz pra mim

As coisas que preciso ouvir

Você, que até hoje eu não esqueci

Você que, eu tento me enganar

Dizendo que tudo passou

Na realidade, aqui em mim

Você ficou

Você que eu não encontro mais

Os beijos que já não lhe dou
   
Fui tanto pra você e hoje nada sou!";1
645;Maria Bethânia;Cheiro de Amor;"De repente fico rindo à toa sem saber por que
E vem a vontade de sonhar de novo te encontrar
Foi tudo tão de repente, eu não consigo esquecer
E confesso tive medo, quase disse não
Mas o seu jeito de me olhar, a fala mansa meio rouca
Foi me deixando quase louca já não podia mais pensar
Eu me dei toda para você
De repente...

E meio louca de prazer lembro teu corpo no espelho
E vem o cheiro de amor, eu te sinto tão presente...
Volte logo meu amor";1
646;Maria Bethânia;Onde Estará Meu Amor;"Como esta noite findará
E o sol então rebrilhará
Estou pensando em você...
Onde estará o meu amor?
Será que vela como eu?
Será que chama como eu?
Será que pergunta por mim
Onde estará o meu amor

Se a voz da noite responder
Onde estou eu, onde está você
Estamos cá dentro de nós
Sós...
Onde estará o meu amor?

Se a voz da noite silenciar
Raio de sol vai me levar
Raio de sol vai lhe trazer
Onde estará o meu amor?";1
647;Maria Bethânia;Alguém Me Avisou;"Foram me chamar
Eu estou aqui, o que é que há
Eu estou aqui, o que é que há
Eu vim de lá, eu vim de lá pequenininho
Mas eu vim de lá pequenininho
Alguém me avisou pra pisar nesse chão devagarinho 
Alguém me avisou pra pisar nesse chão devagarinho
Sempre fui obediente
Mas não pude resistir
Foi numa roda de samba
Que juntei-me aos bambas
Pra me distrair
Quando eu voltar na Bahia
Terei muito que contar
Ó padrinho não se zangue
Que eu nasci no samba
E não posso parar
Foram me chamar
Eu estou aqui, o que é que há";1
648;Maria Bethânia;Sonho Impossível;"Sonhar mais um sonho impossível
Lutar quando é fácil ceder
Vencer o inimigo invencível
Negar quando a regra é vender

Sofrer a tortura implacável
Romper  a incabível prisão
Voar num limite improvável
Tocar o inacessível chão

É minha lei, é minha questão
Virar esse mundo, cravar esse chão
Não me importa saber
Se é terrível demais

Quantas guerras terei que vencer
Por um pouco de paz
E amanhã se esse chão que eu beijei
For meu leito e perdão

Vou saber que valeu
Delirar e morrer de paixão
E assim, seja lá como for
Vai ter fim a infinita aflição
E o mundo vai ver uma flor
Brotar do impossível chão";1
